기업명,인증연도,제품명
한울정신건강복지재단사업단해내기보호작업장,2024,[321] 화장지
씨에이티,2024,[241] 페인트
화신이앤비,2024,[210] LED 등기구
이티이에스,2024,[209] 일반조명용 LED 램프
케이엘엘이디,2024,[210] LED 등기구
제이더블유엘앤티,2024,[210] LED 등기구
사단법인 장애인한빛,2024,[210] LED 등기구
대보페인트,2024,[241] 페인트
대한아이엠,2024,[724] 생분해성 수지 제품
한국장애인정보화협회,2024,[102] 사무용지
건양엔지니어링,2024,[250] 창호 및 창호부속품
루멘테크,2024,[209] 일반조명용 LED 램프
루미에르,2024,[210] LED 등기구
삼미산업,2024,[172] 가구
봉화조명정보기술,2024,[210] LED 등기구
진양,2024,[243] 보온·단열재
에스피네이처,2024,[746] 골재 및 미분말
에스비산업,2024,[743] 무기성 토목·건축 자재
엔티전기,2024,[210] LED 등기구
신도리코,2024,[104] 토너카트리지
하이팩,2024,[724] 생분해성 수지 제품
남강,2024,[250] 창호 및 창호부속품
우리OA가구산업,2024,[176] 교육용 목제 가구
대양콘크리트,2024,[744] 슬래그 가공 제품
동진이앤티,2024,[265] 발광다이오드 전광판
서버앤컴퓨터,2024,[144] 개인용 컴퓨터
젠티스,2024,[483] 침대
경현,2024,[210] LED 등기구
진우아이앤피,2024,[252] 장식용 합성수지 시트
우등비닐,2024,[766] 종량제 쓰레기 봉투
다온오에이솔루션,2024,[104] 토너카트리지
현진,2024,[210] LED 등기구
하늘담,2024,[302] 세탁용 세제
강산조명,2024,[210] LED 등기구
홍익이엔아이,2024,[722] 고무제품
대산NHE,2024,[724] 생분해성 수지 제품
이원,2024,[257] 인조잔디 및 인조잔디 구성 부품
백향우드,2024,[723] 목재 성형제품
씨앤비,2024,[104] 토너카트리지
에스지우드,2024,[172] 가구
신성강건,2024,[723] 목재 성형제품
광진화학,2024,[607] 수처리제
지피플로어,2024,[246] 실내용 바닥 장식재
코스모폴,2024,[243] 보온·단열재
선우,2024,[743] 무기성 토목·건축 자재
파워플러스,2024,[210] LED 등기구
삼환,2024,[746] 골재 및 미분말
현대씨엠,2024,[745] 블록·타일·판재류
갑일오피스,2024,[172] 가구
케이,2024,[209] 일반조명용 LED 램프
아이케이,2024,[746] 골재 및 미분말
오토원,2024,[305] 다목적 세정제
금강에너텍,2024,[209] 일반조명용 LED 램프
상보,2024,[743] 무기성 토목·건축 자재
코아스,2024,[174] 사무용 칸막이
인플럭스,2024,[210] LED 등기구
은성하이텍,2024,[209] 일반조명용 LED 램프
내일퍼렉스,2024,[172] 가구
대왕,2024,[321] 화장지
축산냄새연구소,2024,[608] 탈취제
새롬산업,2024,[746] 골재 및 미분말
케이디산업,2024,[745] 블록·타일·판재류
선진산업,2024,[172] 가구
남부개발,2024,[746] 골재 및 미분말
젠야 코리아,2024,[327] 발포 합성수지제 매트
대주건영,2024,[743] 무기성 토목·건축 자재
에이지시멘트,2024,[743] 무기성 토목·건축 자재
청현기업,2024,[746] 골재 및 미분말
명도산업조명,2024,[210] LED 등기구
엘티에스,2024,[248] 벽 및 천장 마감재
대성히트에너시스,2024,[262] 히트펌프 시스템
하얀소금,2024,[610] 제설제
레드스톤시스템,2024,[144] 개인용 컴퓨터
우성엘이디조명,2024,[209] 일반조명용 LED 램프
한라케미칼,2024,[241] 페인트
정석우드텍,2024,[246] 실내용 바닥 장식재
"ZHUHAI KINGFA BIOMATERIAL CO., LTD.",2024,[724] 생분해성 수지 제품
효성조명,2024,[209] 일반조명용 LED 램프
유환,2024,[210] LED 등기구
스카이코리아,2024,[610] 제설제
엘에스오,2024,[210] LED 등기구
트랜드,2024,[221] 수도꼭지
와이플러스건설,2024,[244] 건설용 방수재
에버그린필드,2024,[257] 인조잔디 및 인조잔디 구성 부품
대화,2024,[743] 무기성 토목·건축 자재
빅바이오젠,2024,[608] 탈취제
농업회사법인유로팜스,2024,[724] 생분해성 수지 제품
동화이엔지,2024,[265] 발광다이오드 전광판
화인케미컬,2024,[724] 생분해성 수지 제품
중일,2024,[250] 창호 및 창호부속품
우리기업,2024,[721] 합성수지 제품
보미,2024,[743] 무기성 토목·건축 자재
부림제지,2024,[321] 화장지
미광엔텍,2024,[209] 일반조명용 LED 램프
한솔스틸,2024,[172] 가구
건원,2024,[250] 창호 및 창호부속품
코시스,2024,[246] 실내용 바닥 장식재
미아물산,2024,[304] 업소용 식기세척기용 세제
효성프라콘,2024,[606] 포장재
원앤원,2024,[724] 생분해성 수지 제품
보성산업,2024,[746] 골재 및 미분말
진양화학,2024,[246] 실내용 바닥 장식재
동호실업,2024,[250] 창호 및 창호부속품
피플카,2024,[804] 카 쉐어링 서비스
삼오전자,2024,[210] LED 등기구
장애인고용진흥회,2024,[321] 화장지
그린메이커,2024,[257] 인조잔디 및 인조잔디 구성 부품
어드밴스드머티리얼즈앤케미컬즈,2024,[724] 생분해성 수지 제품
창조이앤씨,2024,[723] 목재 성형제품
광민라이팅,2024,[210] LED 등기구
미르텍,2024,[265] 발광다이오드 전광판
케이앤비준우,2024,[257] 인조잔디 및 인조잔디 구성 부품
청솔아스콘,2024,[743] 무기성 토목·건축 자재
월텍,2024,[248] 벽 및 천장 마감재
성원산업,2024,[243] 보온·단열재
티씨에스이앤씨,2024,[241] 페인트
엔디케미칼,2024,[251] 접착제
큐비덱-코리아,2024,[723] 목재 성형제품
파트라,2024,[172] 가구
케이앤씨,2024,[228] 소변기
랜드피엔피,2024,[721] 합성수지 제품
예도산업,2024,[250] 창호 및 창호부속품
자원개발,2024,[743] 무기성 토목·건축 자재
우리엘폴리,2024,[724] 생분해성 수지 제품
세움특수건설,2024,[244] 건설용 방수재
케이씨씨글라스,2024,[724] 생분해성 수지 제품
에스에이치창호산업,2024,[250] 창호 및 창호부속품
연합건설산업,2024,[250] 창호 및 창호부속품
구세군장애인재활작업장,2024,[321] 화장지
티에스디자인,2024,[248] 벽 및 천장 마감재
쏘일텍,2024,[743] 무기성 토목·건축 자재
그랜드코단,2024,[245] 투수 콘크리트 제품
래오케미칼,2024,[249] 층간 소음 방지재
일광전기,2024,[209] 일반조명용 LED 램프
공간너머,2024,[723] 목재 성형제품
세계금속산업,2024,[248] 벽 및 천장 마감재
일진,2024,[250] 창호 및 창호부속품
예당환경,2024,[745] 블록·타일·판재류
한준에프알,2024,[746] 골재 및 미분말
남선산업개발,2024,[250] 창호 및 창호부속품
현대엔텍,2024,[309] 화장비누
성안,2024,[743] 무기성 토목·건축 자재
동양건재산업,2024,[245] 투수 콘크리트 제품
삼성포리머,2024,[251] 접착제
신한정밀,2024,[225] 수도 계량기
제일씨앤드에스,2024,[746] 골재 및 미분말
금토산업,2024,[746] 골재 및 미분말
정웅테크원,2024,[241] 페인트
월드플랜,2024,[172] 가구
성안디앤씨,2024,[241] 페인트
대한전선,2024,[207] 전선케이블
신성기업,2024,[250] 창호 및 창호부속품
일진윈테크,2024,[250] 창호 및 창호부속품
현대건업,2024,[241] 페인트
유앤어스,2024,[246] 실내용 바닥 장식재
한양잉크,2024,[602] 인쇄용 및 필기용 잉크
경우아이앤씨,2024,[243] 보온·단열재
시몬스,2024,[483] 침대
장성아스콘,2024,[743] 무기성 토목·건축 자재
조인전기조명,2024,[210] LED 등기구
창성씨앤엘,2024,[210] LED 등기구
한스,2024,[245] 투수 콘크리트 제품
숲인,2024,[721] 합성수지 제품
상호건업,2024,[250] 창호 및 창호부속품
동부라이팅,2024,[210] LED 등기구
성원하이텍,2024,[248] 벽 및 천장 마감재
동아화학,2024,[766] 종량제 쓰레기 봉투
호제환경산업,2024,[746] 골재 및 미분말
무량기술,2024,[241] 페인트
춘강장애인근로센터,2024,[102] 사무용지
동양케미칼,2024,[241] 페인트
주원산업개발,2024,[250] 창호 및 창호부속품
수목제지,2024,[321] 화장지
대명종합환경산업,2024,[746] 골재 및 미분말
비엠오피스퍼니처,2024,[172] 가구
크린토피아,2024,[805] 세탁 서비스
여명테크,2024,[223] 대변기
선진제닉스,2024,[225] 수도 계량기
카이노스대군,2024,[256] 장식용 인조피혁
세명산업,2024,[724] 생분해성 수지 제품
우리환경,2024,[724] 생분해성 수지 제품
진광건설엔지니어링,2024,[265] 발광다이오드 전광판
이노탑,2024,[265] 발광다이오드 전광판
메가셀,2024,[612] 산업용 리튬이온전지
대일텍,2024,[245] 투수 콘크리트 제품
장연,2024,[246] 실내용 바닥 장식재
더사가,2024,[172] 가구
올바른사람들,2024,[724] 생분해성 수지 제품
디오티큐,2024,[608] 탈취제
크린피스,2024,[608] 탈취제
신진마스타,2024,[304] 업소용 식기세척기용 세제
동명케미텍,2024,[303] 주방용 세제
트렘코씨피지코리아,2024,[259] 건축용 실링재
지엘바이오,2024,[608] 탈취제
오가닉트리,2024,[242] 벽지
제이엠인더스,2024,[172] 가구
효원아스콘,2024,[743] 무기성 토목·건축 자재
태금,2024,[172] 가구
클릭에코텍,2024,[721] 합성수지 제품
대명환경산업,2024,[746] 골재 및 미분말
일진코리아,2024,[250] 창호 및 창호부속품
그린에어존,2024,[241] 페인트
천보콘크리트,2024,[245] 투수 콘크리트 제품
HF테크,2024,[265] 발광다이오드 전광판
금강레미콘,2024,[743] 무기성 토목·건축 자재
장원,2024,[746] 골재 및 미분말
오성체육시설,2024,[257] 인조잔디 및 인조잔디 구성 부품
토로,2024,[241] 페인트
지에스모아,2024,[259] 건축용 실링재
중앙크리텍,2024,[241] 페인트
알토,2024,[210] LED 등기구
대인,2024,[724] 생분해성 수지 제품
경원알미늄,2024,[250] 창호 및 창호부속품
서광,2024,[724] 생분해성 수지 제품
유진시스템,2024,[250] 창호 및 창호부속품
태성이엔지,2024,[724] 생분해성 수지 제품
퍼팩트,2024,[721] 합성수지 제품
미래플러스,2024,[250] 창호 및 창호부속품
아라,2024,[210] LED 등기구
한국바스프,2024,[724] 생분해성 수지 제품
디케이보드,2024,[243] 보온·단열재
대평산업개발,2024,[743] 무기성 토목·건축 자재
한국폼텍,2024,[103] 종이 점착테이프 및 종이 점착시트
씨티전기,2024,[210] LED 등기구
유한아스콘,2024,[743] 무기성 토목·건축 자재
대주씨앤에스,2024,[265] 발광다이오드 전광판
알에프세미,2024,[210] LED 등기구
아름건업,2024,[250] 창호 및 창호부속품
덕신씨앤오,2024,[721] 합성수지 제품
한라IMS,2024,[210] LED 등기구
금강모빌랙,2024,[172] 가구
벧엘비닐화학,2024,[766] 종량제 쓰레기 봉투
디자인,2024,[250] 창호 및 창호부속품
한국장애인녹색재단 그린포리사업단,2024,[766] 종량제 쓰레기 봉투
대경창호,2024,[250] 창호 및 창호부속품
크라텍,2024,[248] 벽 및 천장 마감재
이도에코제주,2024,[743] 무기성 토목·건축 자재
현대제철,2024,[744] 슬래그 가공 제품
극동케미칼,2024,[303] 주방용 세제
솔라루체,2024,[209] 일반조명용 LED 램프
선우안전창호,2024,[250] 창호 및 창호부속품
크나우프석고보드,2024,[248] 벽 및 천장 마감재
부광시스템,2024,[250] 창호 및 창호부속품
예진복합창호시스템,2024,[250] 창호 및 창호부속품
동양실란트,2024,[259] 건축용 실링재
성문화학,2024,[244] 건설용 방수재
엘이디오션,2024,[265] 발광다이오드 전광판
탑아이티,2024,[265] 발광다이오드 전광판
신림산업,2024,[244] 건설용 방수재
청경그린산업,2024,[743] 무기성 토목·건축 자재
더케어,2024,[767] 음식쓰레기 감량화 기기
동림스틸,2024,[746] 골재 및 미분말
수연창호,2024,[250] 창호 및 창호부속품
사회복지법인에덴복지재단형원,2024,[303] 주방용 세제
성연테크,2024,[250] 창호 및 창호부속품
효선전기,2024,[210] LED 등기구
제노라인,2024,[172] 가구
동구,2024,[210] LED 등기구
엠스페이스,2024,[210] LED 등기구
지원,2024,[746] 골재 및 미분말
레딕스,2024,[210] LED 등기구
동위기업,2024,[246] 실내용 바닥 장식재
미륭티엔지,2024,[221] 수도꼭지
비엠케미칼,2024,[721] 합성수지 제품
오리엔트,2024,[174] 사무용 칸막이
지엘아이,2024,[250] 창호 및 창호부속품
문창산업,2024,[250] 창호 및 창호부속품
부영산업,2024,[250] 창호 및 창호부속품
동신건설,2024,[250] 창호 및 창호부속품
엔씨원,2024,[245] 투수 콘크리트 제품
대흥에프에스씨복합창,2024,[250] 창호 및 창호부속품
지앤아이,2024,[746] 골재 및 미분말
새길산업,2024,[746] 골재 및 미분말
유로,2024,[222] 샤워헤드 및 수도꼭지 절수 부속
은탑,2024,[248] 벽 및 천장 마감재
큐엔큐,2024,[265] 발광다이오드 전광판
대명침대,2024,[483] 침대
캐논코리아,2024,[104] 토너카트리지
더그리트,2024,[806] 다회용기 대여 서비스
남정,2024,[721] 합성수지 제품
컴텔싸인,2024,[265] 발광다이오드 전광판
성원엔지니어링,2024,[250] 창호 및 창호부속품
화성,2024,[251] 접착제
디에스나이키,2024,[172] 가구
세인스틸,2024,[227] 수도용 급수관
동영화학,2024,[606] 포장재
에스아이판,2024,[243] 보온·단열재
포스라이팅,2024,[209] 일반조명용 LED 램프
진우이엔씨,2024,[250] 창호 및 창호부속품
한국코머스켐,2024,[305] 다목적 세정제
라인리사이클,2024,[743] 무기성 토목·건축 자재
미래화학,2024,[721] 합성수지 제품
바네스,2024,[172] 가구
우디스,2024,[172] 가구
이도,2024,[746] 골재 및 미분말
펜타,2024,[723] 목재 성형제품
그라미,2024,[723] 목재 성형제품
로보랜드,2024,[257] 인조잔디 및 인조잔디 구성 부품
케이피텍,2024,[252] 장식용 합성수지 시트
제일골재,2024,[746] 골재 및 미분말
세라에이치티,2024,[746] 골재 및 미분말
창조물산,2024,[244] 건설용 방수재
교세라도큐먼트솔루션스코리아,2024,[141] 복사기
한창화학,2024,[766] 종량제 쓰레기 봉투
리밸리,2024,[252] 장식용 합성수지 시트
필드글로벌,2024,[257] 인조잔디 및 인조잔디 구성 부품
제이에이치,2024,[243] 보온·단열재
잇그린,2024,[806] 다회용기 대여 서비스
엘리드,2024,[210] LED 등기구
태오기업,2024,[250] 창호 및 창호부속품
유니비스,2024,[210] LED 등기구
뷰로맥스,2024,[174] 사무용 칸막이
천일,2024,[210] LED 등기구
대양스치로폴,2024,[243] 보온·단열재
일국기업,2024,[250] 창호 및 창호부속품
디앤지라이텍,2024,[210] LED 등기구
흰돌제지,2024,[321] 화장지
리빙화학,2024,[251] 접착제
에너자이저코리아,2024,[509] 자동차용 창유리 세정액
남경중공업,2024,[743] 무기성 토목·건축 자재
대원상사,2024,[256] 장식용 인조피혁
그린플로우,2024,[742] 주물용 동 합금
미주엔비켐,2024,[607] 수처리제
린나이코리아,2024,[261] 가스 보일러
